timestamp,sensor1_smoothed,sensor1_bpm,sensor2_smoothed,sensor2_bpm,status,
2025-08-12 14:22,-365.66,0,-495.28,0,0,SKIP
2025-08-12 14:22,-326.88,0,-449.34,0,0,SKIP
2025-08-12 14:22,-267.67,0,-397.69,0,0,SKIP
2025-08-12 14:22,-193.6,0,-341.38,0,0,SKIP
2025-08-12 14:22,-111.27,0,-282.71,0,0,SKIP
2025-08-12 14:22,-33.55,0,-225.73,0,0,SKIP
2025-08-12 14:22,31.97,0,-172.7,0,-20,SKIP
2025-08-12 14:22,73.07,0,-130.56,0,-20,SKIP
2025-08-12 14:22,90.57,0,-100.26,0,-20,SKIP
2025-08-12 14:22,79.4,0,-86.32,0,-20,SKIP
2025-08-12 14:22,49.38,0,-84.96,0,-20,SKIP
2025-08-12 14:22,3.32,0,-95.77,0,-20,SKIP
2025-08-12 14:22,-50.19,0,-115.37,0,-20,SKIP
2025-08-12 14:22,-105.25,0,-141.25,0,-20,SKIP
2025-08-12 14:22,-155.18,0,-167.91,0,-20,SKIP
2025-08-12 14:22,-196.02,0,-195.14,0,-20,SKIP
2025-08-12 14:22,-221.94,0,-221.85,0,-20,SKIP
2025-08-12 14:22,-232.64,0,-245.12,0,-20,SKIP
2025-08-12 14:22,-231.19,0,-268.01,0,-20,SKIP
2025-08-12 14:22,-222.08,0,-289.46,0,-20,SKIP
2025-08-12 14:22,-209.07,0,-308.36,0,-20,SKIP
2025-08-12 14:22,-194.65,0,-326.42,0,-20,SKIP
2025-08-12 14:22,-183.82,0,-342.16,0,-20,SKIP
2025-08-12 14:22,-173.33,0,-355.15,0,-20,SKIP
2025-08-12 14:22,-163.01,0,-363.55,0,-20,SKIP
2025-08-12 14:22,-153.31,0,-369,0,-20,SKIP
2025-08-12 14:22,-142.77,0,-369.88,0,-20,SKIP
2025-08-12 14:22,-128.97,0,-366.09,0,-20,SKIP
2025-08-12 14:22,-116.71,0,-356.99,0,-20,SKIP
2025-08-12 14:22,-102.36,0,-341.63,0,-20,SKIP
2025-08-12 14:22,-88.72,0,-324.11,0,-20,SKIP
2025-08-12 14:22,-76.11,0,-302.68,0,-20,SKIP
2025-08-12 14:22,-64.45,0,-280.35,0,-20,SKIP
2025-08-12 14:22,-51.67,0,-255.37,0,-20,SKIP
2025-08-12 14:22,-38.5,0,-229.67,0,-20,SKIP
2025-08-12 14:22,-21.24,0,-198.46,0,-20,SKIP
2025-08-12 14:22,-1.18,0,-160.98,0,-20,SKIP
2025-08-12 14:22,20.14,0,-119.06,0,-20,SKIP
2025-08-12 14:22,41.91,0,-71.77,35.29,-20,SKIP
2025-08-12 14:22,64.29,0,-22.01,35.29,-20,SKIP
2025-08-12 14:22,83.43,35.29,25.59,35.29,-20,OK
2025-08-12 14:22,97.81,35.29,69.57,35.29,-20,OK
2025-08-12 14:22,108.91,35.29,107.08,35.29,-20,OK
2025-08-12 14:22,115.77,35.29,138.09,35.29,-20,OK
2025-08-12 14:22,117.26,35.29,158.49,35.29,-20,OK
2025-08-12 14:22,117.79,35.29,163.56,35.29,-20,OK
2025-08-12 14:22,115.93,35.29,160.15,35.29,-20,OK
2025-08-12 14:22,111.26,35.29,145.13,35.29,-20,OK
2025-08-12 14:22,106.62,35.29,117.52,35.29,-20,OK
2025-08-12 14:22,102.3,35.29,84.5,35.29,-20,OK
2025-08-12 14:22,94.31,35.29,51.41,35.29,-20,OK
